person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,predicted_loan_status,default_probability
22,65496,RENT,6.0,VENTURE,B,10000,11.11,0,0.15,N,4,0,0.03470983507013585
24,75000,MORTGAGE,8.0,EDUCATION,A,3000,5.42,0,0.04,N,3,0,0.029004900260981126
24,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,5.99,0,0.16,N,2,0,0.03280801443100889
26,65520,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.51,0,0.15,N,4,0,0.03798357447612079
25,65900,RENT,2.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.15,N,2,0,0.037406474434812716
26,75000,MORTGAGE,6.0,EDUCATION,A,5000,7.66,0,0.07,N,2,0,0.039180777273680134
23,66000,RENT,2.0,MEDICAL,A,10000,9.32,0,0.15,N,4,0,0.03823725296030724
26,75000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.92,0,0.16,N,3,0,0.034956831977687765
23,75000,OWN,5.0,VENTURE,A,10000,6.92,0,0.13,N,2,0,0.009151680330396546
25,75000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,10.74,0,0.13,N,4,0,0.0652314343142875
25,67000,RENT,9.0,MEDICAL,C,10000,13.92,0,0.15,N,3,0,0.09496891133307145
25,69000,MORTGAGE,10.0,DEBTCONSOLIDATION,D,15000,14.54,1,0.22,Y,3,1,0.8407210340509343
23,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12000,6.92,0,0.16,N,4,0,0.034123129994184945
24,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,12000,6.92,0,0.16,N,4,0,0.037851555009297815
24,75000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,3000,11.11,0,0.04,N,3,0,0.078915862623783
22,75000,MORTGAGE,6.0,EDUCATION,A,10600,5.79,0,0.14,N,2,0,0.0276924768568799
24,67000,RENT,0.0,MEDICAL,B,10000,9.64,0,0.15,N,4,0,0.061111078357367316
21,75000,MORTGAGE,5.0,EDUCATION,A,5400,7.29,0,0.07,N,3,0,0.031722377531552624
24,67600,RENT,7.0,HOMEIMPROVEMENT,D,10000,16.02,0,0.15,Y,2,0,0.38016243914677533
24,68000,RENT,0.0,VENTURE,A,10000,6.99,0,0.15,N,3,0,0.021482026216925378
24,68000,RENT,3.0,PERSONAL,D,10000,16.02,0,0.15,Y,2,0,0.30146855897956637
25,75000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,12000,7.29,0,0.16,N,3,0,0.03640242041781644
24,75000,MORTGAGE,3.0,VENTURE,F,25000,19.74,0,0.33,N,4,0,0.3831082802161499
22,75000,MORTGAGE,3.0,EDUCATION,A,9000,5.79,0,0.12,N,2,0,0.025459247435096644
25,68000,RENT,1.0,DEBTCONSOLIDATION,C,10000,14.26,0,0.15,N,4,0,0.12405220886296339
26,68000,RENT,3.0,EDUCATION,D,10000,15.05,0,0.15,N,4,0,0.2680245956195385
21,68400,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.11,0,0.15,N,4,0,0.0685978060651916
23,75000,MORTGAGE,3.0,VENTURE,C,10200,12.68,0,0.14,Y,2,0,0.11070547976193808
22,62496,RENT,6.0,PERSONAL,B,10000,11.89,1,0.16,N,3,0,0.07017966071379386
24,68750,RENT,6.0,DEBTCONSOLIDATION,A,10000,6.17,0,0.15,N,4,0,0.035533933878312746
26,63000,RENT,1.0,VENTURE,E,10000,16.4,1,0.16,Y,2,1,0.8177059822219219
25,75000,MORTGAGE,3.0,PERSONAL,A,6000,6.92,0,0.08,N,2,0,0.03040819045607797
24,69600,RENT,2.0,PERSONAL,A,10000,8.38,0,0.14,N,2,0,0.039609691927594594
22,64000,RENT,2.0,DEBTCONSOLIDATION,B,10000,12.69,1,0.16,N,4,0,0.08461641432227256
23,75000,MORTGAGE,0.0,EDUCATION,B,12000,9.62,0,0.16,N,2,0,0.06772591306641809
23,75000,MORTGAGE,5.0,VENTURE,A,6400,5.42,0,0.09,N,3,0,0.014558269496183591
24,70000,RENT,1.0,EDUCATION,B,10000,11.71,0,0.14,N,2,0,0.0617480088472219
21,75000,MORTGAGE,5.0,EDUCATION,A,8550,6.91,0,0.11,N,3,0,0.0315012052112127
22,70000,RENT,4.0,EDUCATION,B,10000,12.69,0,0.14,N,4,0,0.06422424945776707
26,58650,MORTGAGE,5.0,MEDICAL,A,14000,6.17,1,0.2,N,4,0,0.11336845597355794
24,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,12000,12.61,0,0.16,N,4,0,0.09072639681717011
24,75000,OWN,0.0,PERSONAL,A,6675,6.54,0,0.09,N,3,0,0.019348512591539076
22,70000,RENT,5.0,PERSONAL,A,10000,6.03,0,0.14,N,3,0,0.03816958814958954
25,58650,MORTGAGE,0.0,MEDICAL,A,5200,6.54,1,0.08,N,2,0,0.09709556349879303
23,64000,RENT,3.0,VENTURE,D,10000,10.99,1,0.16,Y,3,0,0.3706797873202122
23,70000,RENT,4.0,EDUCATION,A,10000,10.99,0,0.14,N,3,0,0.042641441478078794
26,75000,MORTGAGE,2.0,VENTURE,A,4000,5.79,0,0.05,N,3,0,0.013261024116733373
26,64000,RENT,0.0,VENTURE,E,10000,16.4,1,0.16,N,3,1,0.8126868534058086
24,75000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,11500,5.42,0,0.15,N,2,0,0.0323236198209831
25,75000,MORTGAGE,4.0,VENTURE,D,20000,14.09,0,0.27,Y,4,0,0.2970169692443891
24,70000,RENT,0.0,EDUCATION,A,10000,7.29,0,0.14,N,4,0,0.04223082820446811
24,69000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,25000,15.57,1,0.36,N,2,1,0.8653672054247417
21,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,10.99,0,0.13,N,3,0,0.04270918580185709
25,75000,MORTGAGE,5.0,MEDICAL,A,1500,6.54,0,0.02,N,4,0,0.035932170612870164
26,75000,MORTGAGE,10.0,EDUCATION,A,9600,5.42,0,0.13,N,3,0,0.02953091490714312
25,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,9600,5.42,0,0.13,N,4,0,0.0318435610020291
25,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,12000,10.99,0,0.16,Y,3,0,0.11058278996794116
26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,15350,6.17,0,0.2,N,4,0,0.040958556874405916
23,70000,RENT,1.0,MEDICAL,B,10000,9.99,0,0.14,N,4,0,0.06020941758652356
23,75000,OWN,8.0,EDUCATION,A,8000,6.17,0,0.11,N,2,0,0.016078760908645132
22,75000,MORTGAGE,6.0,MEDICAL,B,25000,9.25,0,0.33,N,2,0,0.10920237046930124
24,70000,RENT,8.0,VENTURE,E,10000,16.45,0,0.14,N,2,0,0.35056765698797804
23,75000,MORTGAGE,7.0,EDUCATION,B,7100,9.25,0,0.09,N,2,0,0.06311817031724622
22,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,18000,5.79,0,0.24,N,2,0,0.0433422519329203
22,75000,MORTGAGE,0.0,PERSONAL,D,19800,15.57,0,0.26,Y,2,0,0.2743558679459406
24,70000,RENT,1.0,EDUCATION,B,10000,9.88,0,0.14,N,2,0,0.057827581428875216
25,70000,RENT,0.0,MEDICAL,B,10000,10.95,0,0.14,N,3,0,0.06572481141771391
23,70000,RENT,2.0,DEBTCONSOLIDATION,A,10000,9.63,0,0.14,N,3,0,0.039245490611986206
23,64000,RENT,7.0,EDUCATION,A,10000,10.99,1,0.16,N,4,0,0.04495380066629723
24,70000,RENT,4.0,VENTURE,C,10000,12.41,0,0.14,Y,2,0,0.09630642183853676
26,70000,RENT,2.0,HOMEIMPROVEMENT,B,10000,9.45,0,0.14,N,3,0,0.07253154880814161
22,70800,RENT,6.0,EDUCATION,C,10000,12.61,0,0.14,Y,2,0,0.09505517501905862
25,75000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3000,7.51,0,0.04,N,4,0,0.0399027710941481
23,70872,RENT,7.0,DEBTCONSOLIDATION,C,10000,10.99,0,0.14,N,2,0,0.08806495706023192
22,71000,RENT,3.0,MEDICAL,A,10000,7.29,0,0.14,N,2,0,0.03745693422620954
23,71496,RENT,7.0,EDUCATION,A,10000,7.51,0,0.14,N,2,0,0.04062087991511002
22,75000,MORTGAGE,6.0,PERSONAL,A,9000,7.14,0,0.12,N,2,0,0.03215817980453749
24,75000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,11.86,0,0.16,N,3,0,0.0785875211272833
26,65600,RENT,5.0,EDUCATION,D,10000,13.55,1,0.15,Y,2,0,0.37120311068591866
23,75000,MORTGAGE,7.0,VENTURE,B,15000,10.38,0,0.2,N,3,0,0.035062993736811265
22,72000,RENT,5.0,PERSONAL,D,10000,17.27,0,0.14,N,2,0,0.3090073280574602
23,75000,MORTGAGE,5.0,VENTURE,B,5000,11.12,0,0.07,N,3,0,0.03286830647195581
22,58650,MORTGAGE,5.0,MEDICAL,D,9250,15.21,1,0.13,N,4,1,0.8570108708679572
26,75000,OWN,10.0,EDUCATION,C,7200,10.99,0,0.1,N,3,0,0.03885292570711269
24,75000,MORTGAGE,8.0,PERSONAL,B,1200,11.49,0,0.02,N,2,0,0.07492142377236469
22,75000,MORTGAGE,4.0,EDUCATION,C,15000,13.61,0,0.2,N,4,0,0.08800682525787222
23,72000,RENT,7.0,PERSONAL,B,10000,10.59,0,0.14,N,4,0,0.06583291432375153
23,75000,MORTGAGE,7.0,VENTURE,B,17000,11.12,0,0.23,N,2,0,0.038543588494861496
22,75000,MORTGAGE,6.0,EDUCATION,C,16000,13.61,0,0.21,N,2,0,0.0899113915982201
25,72000,RENT,2.0,VENTURE,B,10000,10.37,0,0.14,N,3,0,0.03402906556355467
23,72000,RENT,3.0,PERSONAL,A,10000,6.91,0,0.14,N,2,0,0.037286820121173445
24,75000,MORTGAGE,8.0,PERSONAL,B,5500,11.86,0,0.07,N,4,0,0.06997833808129951
25,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,12000,11.49,0,0.16,N,3,0,0.06977671817950148
26,72000,RENT,0.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.14,N,3,0,0.033365763525371406
24,75000,MORTGAGE,8.0,MEDICAL,A,15000,7.51,0,0.2,N,2,0,0.049617850638503394
21,75000,MORTGAGE,4.0,MEDICAL,B,25000,10.99,0,0.33,N,2,0,0.15749245020636246
24,72000,RENT,3.0,PERSONAL,E,10000,10.99,0,0.14,Y,4,0,0.2769013871335239
23,72000,RENT,4.0,MEDICAL,C,10000,13.85,0,0.14,Y,3,0,0.10255193200562493
25,72345,RENT,10.0,EDUCATION,C,10000,12.99,0,0.14,N,4,0,0.08767042353243124
22,66500,RENT,0.0,VENTURE,D,10000,14.11,1,0.15,Y,2,1,0.7553302043870231
26,72500,RENT,1.0,VENTURE,B,10000,9.96,0,0.14,N,3,0,0.03384994615826914
23,72858,RENT,7.0,DEBTCONSOLIDATION,B,10000,11.48,0,0.14,N,3,0,0.06749157839223707
25,73000,RENT,4.0,MEDICAL,B,10000,11.71,0,0.14,N,3,0,0.06533757606424608
26,73000,RENT,3.0,PERSONAL,A,10000,7.29,0,0.14,N,3,0,0.03838511702087378
25,73000,RENT,1.0,VENTURE,A,10000,7.88,0,0.14,N,4,0,0.02075453545941816
26,75000,MORTGAGE,11.0,VENTURE,D,6000,14.96,0,0.08,N,3,0,0.19267777229058008
23,75000,MORTGAGE,7.0,MEDICAL,B,6000,10.99,0,0.08,N,3,0,0.06721531984892826
24,75000,MORTGAGE,6.0,VENTURE,B,25000,10.99,0,0.33,N,2,0,0.06018589711769086
23,69000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,15000,14.96,1,0.22,N,2,0,0.438642717038541
24,73000,RENT,3.0,PERSONAL,B,10000,11.26,0,0.14,N,3,0,0.06461348459166752
21,75000,MORTGAGE,5.0,PERSONAL,C,20000,13.11,0,0.27,Y,2,0,0.14317601561469934
25,75000,MORTGAGE,9.0,VENTURE,B,20000,10.62,0,0.27,N,3,0,0.03954790172702498
26,75000,MORTGAGE,2.0,EDUCATION,A,10000,7.88,0,0.13,N,3,0,0.030718249762898702
24,58650,RENT,1.0,MEDICAL,D,10000,18.25,1,0.14,N,4,1,0.9249086328301724
24,75000,RENT,4.0,VENTURE,A,10000,6.62,0,0.13,N,4,0,0.019531771075393164
25,75000,MORTGAGE,1.0,MEDICAL,A,8000,7.51,0,0.11,N,3,0,0.03944150704732592
24,75000,RENT,8.0,PERSONAL,B,10000,9.91,0,0.13,N,3,0,0.06466648616080242
24,75000,MORTGAGE,8.0,EDUCATION,A,5000,6.76,0,0.07,N,4,0,0.03414268303391256
23,75000,MORTGAGE,3.0,MEDICAL,C,11000,13.85,0,0.15,N,2,0,0.10206869766078595
24,75000,OWN,8.0,EDUCATION,B,15000,10.99,0,0.2,N,2,0,0.0345544445193468
25,75000,OWN,9.0,EDUCATION,B,5600,10.62,0,0.07,N,2,0,0.029072150984223808
22,75000,RENT,6.0,DEBTCONSOLIDATION,A,10000,7.51,0,0.13,N,4,0,0.038833045070491325
23,75000,OWN,5.0,VENTURE,D,12500,15.33,0,0.17,Y,3,0,0.06286772864521445
24,75000,OWN,2.0,PERSONAL,B,8500,11.36,0,0.11,N,4,0,0.028862026025012172
26,58650,MORTGAGE,3.0,MEDICAL,C,17500,10.99,1,0.25,N,4,0,0.12327119556921215
23,75000,RENT,0.0,PERSONAL,B,10000,11.49,0,0.13,N,2,0,0.06492192311641648
26,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,21000,11.48,0,0.28,N,4,0,0.07651701994102102
23,58650,MORTGAGE,7.0,MEDICAL,A,5000,8.59,1,0.07,N,3,0,0.08025594262934187
26,75000,RENT,4.0,EDUCATION,A,10000,7.49,0,0.13,N,4,0,0.0387028276629749
23,75000,MORTGAGE,7.0,EDUCATION,A,8000,7.05,0,0.11,N,2,0,0.02810012667216384
25,75000,RENT,9.0,PERSONAL,A,10000,7.49,0,0.13,N,3,0,0.04265411272617294
23,75000,OWN,7.0,VENTURE,A,20400,7.74,0,0.27,N,4,0,0.015107773896930679
22,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,24000,11.83,0,0.32,N,4,0,0.19946709248316338
23,75000,MORTGAGE,0.0,PERSONAL,A,5400,8.94,0,0.07,N,3,0,0.041806492516689976
24,69000,RENT,0.0,PERSONAL,E,10000,17.14,1,0.14,N,4,1,0.7644211460180723
25,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,8500,13.22,0,0.11,N,4,0,0.09110533348018973
23,75000,MORTGAGE,3.0,EDUCATION,A,4900,7.74,0,0.07,N,4,0,0.03720742157925985
24,75000,OWN,4.0,MEDICAL,A,9600,8.94,0,0.13,N,3,0,0.022035682449458794
24,75000,OTHER,5.0,HOMEIMPROVEMENT,C,12000,14.26,0,0.16,Y,3,0,0.12190082741540349
23,75000,MORTGAGE,4.0,EDUCATION,A,8000,8.59,0,0.11,N,2,0,0.03338396224020438
26,75000,RENT,4.0,HOMEIMPROVEMENT,A,10000,6.17,0,0.13,N,4,0,0.04704179961809461
22,75000,RENT,6.0,VENTURE,A,10000,5.79,0,0.13,N,3,0,0.020710935371346162
25,69000,RENT,3.0,HOMEIMPROVEMENT,D,10000,14.09,1,0.14,Y,2,0,0.4552943447528731
24,75000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,11.83,0,0.33,N,2,0,0.11733714834979851
22,75000,RENT,0.0,VENTURE,A,10000,6.54,0,0.13,N,4,0,0.02151442743991963
23,75000,OWN,5.0,VENTURE,A,7600,8.59,0,0.1,N,4,0,0.011210786784855969
26,75000,RENT,10.0,EDUCATION,D,10000,15.58,0,0.13,Y,2,0,0.24326914994060264
22,75000,MORTGAGE,6.0,EDUCATION,A,5000,7.74,0,0.07,N,4,0,0.038197783731016045
23,75000,RENT,3.0,PERSONAL,B,10000,11.86,0,0.13,N,4,0,0.06488452572946775
26,75000,RENT,1.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.13,N,3,0,0.07874996623545821
24,75000,MORTGAGE,1.0,EDUCATION,A,2000,8.94,0,0.03,N,4,0,0.04098481795387533
23,75000,RENT,0.0,DEBTCONSOLIDATION,A,10000,9.63,0,0.13,N,2,0,0.04971380990627855
22,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.74,0,0.08,N,4,0,0.0360326659389705
22,58650,MORTGAGE,6.0,MEDICAL,D,25000,14.96,1,0.36,N,2,1,0.8921799559842359
24,75000,OWN,8.0,MEDICAL,B,16500,12.18,0,0.22,N,2,0,0.03865906538690655
22,75000,RENT,2.0,EDUCATION,B,10000,11.26,0,0.13,N,4,0,0.06140462356530598
26,75000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,8000,13.92,0,0.11,N,4,0,0.10923687455509683
23,75000,RENT,0.0,PERSONAL,C,10000,13.47,0,0.13,N,4,0,0.08866349710529851
23,76000,RENT,3.0,EDUCATION,D,10000,15.37,0,0.13,N,3,0,0.2719361473436811
23,75000,MORTGAGE,1.0,EDUCATION,E,4500,10.99,0,0.06,Y,4,0,0.21771457274508169
26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000,8.94,0,0.13,N,2,0,0.03753438190995799
26,76250,RENT,6.0,DEBTCONSOLIDATION,B,10000,10.71,0,0.13,N,3,0,0.06698150551098615
24,75000,MORTGAGE,5.0,EDUCATION,C,7200,10.99,0,0.1,Y,3,0,0.10381367068260353
24,75000,MORTGAGE,6.0,MEDICAL,A,9000,8.59,0,0.12,N,4,0,0.03794180425363641
22,78000,RENT,3.0,VENTURE,B,10000,12.42,0,0.13,N,2,0,0.03738827239651231
21,78000,RENT,4.0,VENTURE,A,10000,5.99,0,0.13,N,2,0,0.02187524556187189
23,78000,RENT,7.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.13,N,3,0,0.034612230247288406
23,78204,RENT,0.0,EDUCATION,A,10000,7.49,0,0.13,N,2,0,0.04507431503647126
26,78513,RENT,1.0,MEDICAL,A,10000,8.94,0,0.13,N,4,0,0.04367836571269665
24,75000,MORTGAGE,2.0,VENTURE,B,10000,11.26,0,0.13,N,4,0,0.03264152463647065
24,75000,MORTGAGE,7.0,PERSONAL,B,15000,11.58,0,0.2,N,3,0,0.07125143996237132
26,75000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,3000,9.63,0,0.04,N,3,0,0.04545264046389958
25,75000,MORTGAGE,1.0,VENTURE,A,6000,9.63,0,0.08,N,4,0,0.023527679002343368
25,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,15000,9.63,0,0.2,N,3,0,0.04616859918812202
22,75000,MORTGAGE,3.0,PERSONAL,A,5600,8.0,0,0.07,N,2,0,0.037014921696118204
22,79000,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.88,0,0.13,N,2,0,0.037908059040518326
22,74000,RENT,2.0,PERSONAL,A,10000,7.51,1,0.14,N,2,0,0.04462030365364344
24,80000,RENT,0.0,EDUCATION,C,10000,10.99,0,0.13,Y,4,0,0.09442070028896031
23,75000,MORTGAGE,0.0,EDUCATION,A,3200,8.0,0,0.04,N,3,0,0.03860981060756331
22,80000,RENT,5.0,EDUCATION,C,10000,14.27,0,0.13,N,2,0,0.09318705515980698
23,75000,MORTGAGE,8.0,EDUCATION,D,3000,14.11,0,0.04,N,3,0,0.14841964748110267
23,75000,MORTGAGE,4.0,MEDICAL,C,16800,13.47,0,0.22,N,4,0,0.09073661629030749
25,75000,MORTGAGE,9.0,VENTURE,C,5000,13.79,0,0.07,Y,4,0,0.10332397044477559
23,80000,RENT,5.0,PERSONAL,A,10000,8.49,0,0.13,N,2,0,0.04116973685125906
22,75000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8000,12.21,0,0.11,N,2,0,0.07082835407120447
22,80000,RENT,6.0,PERSONAL,A,10000,8.49,0,0.13,N,4,0,0.04122459132328662
24,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,12.21,0,0.2,N,3,0,0.07284888081582735
26,80000,RENT,2.0,EDUCATION,A,10000,8.49,0,0.13,N,4,0,0.03873258459419868
25,80000,RENT,0.0,MEDICAL,B,10000,10.37,0,0.13,N,2,0,0.06054392071335058
24,74000,RENT,1.0,HOMEIMPROVEMENT,D,10000,14.54,1,0.14,N,2,1,0.8041656637593232
25,80000,RENT,3.0,VENTURE,B,10000,11.12,0,0.13,N,3,0,0.0360406492475622
22,75000,OWN,6.0,EDUCATION,A,4800,8.0,0,0.06,N,2,0,0.02184121288781338
26,80000,RENT,1.0,PERSONAL,C,10000,12.73,0,0.13,Y,4,0,0.09388134302034573
23,75000,OWN,7.0,EDUCATION,B,15000,11.14,0,0.2,N,4,0,0.03461966813128103
24,69000,MORTGAGE,1.0,EDUCATION,B,4900,10.96,1,0.07,N,2,0,0.06756365674468713
25,75000,MORTGAGE,9.0,VENTURE,D,7500,12.61,0,0.1,Y,4,0,0.2408614443547896
23,75000,MORTGAGE,0.0,EDUCATION,A,6000,8.0,0,0.08,N,2,0,0.03707939465507212
25,74000,RENT,3.0,VENTURE,F,10000,18.43,1,0.14,Y,3,0,0.46393228890579574
24,80000,RENT,5.0,VENTURE,B,10000,11.14,0,0.13,N,4,0,0.034562483722997944
23,75000,MORTGAGE,2.0,VENTURE,E,19600,15.13,0,0.26,N,3,0,0.30646854021814035
23,75000,MORTGAGE,0.0,MEDICAL,C,9500,10.99,0,0.13,Y,4,0,0.10668000482771242
25,75000,MORTGAGE,9.0,PERSONAL,C,10000,11.34,0,0.13,Y,2,0,0.10894661970653653
26,69000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,25000,10.99,1,0.36,N,3,0,0.14001525237542176
24,80004,RENT,3.0,EDUCATION,A,10000,6.62,0,0.12,N,2,0,0.03726172922714939
24,80004,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.9,0,0.12,N,4,0,0.047758160468460396
25,80004,RENT,5.0,EDUCATION,B,10000,9.62,0,0.12,N,4,0,0.054932729688381796
23,69000,MORTGAGE,0.0,PERSONAL,B,2500,9.64,1,0.04,N,3,0,0.08353367358890224
23,75000,OWN,7.0,EDUCATION,D,12000,12.49,0,0.16,N,4,0,0.0638205605951236
23,80038,RENT,3.0,PERSONAL,B,10000,10.59,0,0.12,N,2,0,0.06245930689523331
25,75181,MORTGAGE,9.0,MEDICAL,A,6000,7.51,0,0.08,N,4,0,0.03595873006005164
24,75200,OWN,5.0,EDUCATION,A,6500,7.14,0,0.09,N,2,0,0.017698388102824845
24,75360,OWN,4.0,VENTURE,A,7000,7.49,0,0.09,N,3,0,0.010693622787650854
26,81996,RENT,5.0,MEDICAL,A,10000,7.29,0,0.12,N,4,0,0.033665827924635815
24,82632,RENT,0.0,EDUCATION,B,10000,12.21,0,0.12,N,4,0,0.0617126679769399
22,75500,MORTGAGE,6.0,VENTURE,A,12000,10.99,0,0.16,N,4,0,0.022569375102425092
25,75500,MORTGAGE,9.0,EDUCATION,B,7000,11.36,0,0.09,N,2,0,0.06691689444061036
23,82650,RENT,7.0,PERSONAL,B,10000,12.21,0,0.12,N,3,0,0.06520219238633673
26,75555,MORTGAGE,4.0,MEDICAL,B,10000,10.39,0,0.13,N,2,0,0.06433737587388996
24,82800,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.59,0,0.12,N,3,0,0.06273687436904068
22,75600,MORTGAGE,6.0,PERSONAL,A,10675,6.62,0,0.14,N,3,0,0.0305929409127142
24,75600,MORTGAGE,5.0,VENTURE,A,7200,5.99,0,0.1,N,2,0,0.01400814357966882
25,75600,MORTGAGE,7.0,MEDICAL,C,15000,12.68,0,0.2,N,2,0,0.08724223626315773
23,83000,RENT,3.0,MEDICAL,A,10000,6.54,0,0.12,N,3,0,0.035314609303298036
22,75600,MORTGAGE,3.0,EDUCATION,A,10000,10.99,0,0.13,N,4,0,0.03919597681977655
22,83200,RENT,3.0,EDUCATION,D,10000,16.29,0,0.12,N,4,0,0.23845349994700604
25,75600,MORTGAGE,2.0,PERSONAL,A,14500,9.63,0,0.19,N,4,0,0.042862980669164726
23,75689,MORTGAGE,7.0,DEBTCONSOLIDATION,B,25000,11.12,0,0.33,N,4,0,0.09773931314948561
24,75744,MORTGAGE,2.0,PERSONAL,B,15000,10.38,0,0.2,N,2,0,0.06884489811759335
22,75744,MORTGAGE,6.0,VENTURE,B,6700,11.83,0,0.09,N,2,0,0.03398439383575479
25,84000,RENT,3.0,DEBTCONSOLIDATION,C,10000,10.99,0,0.12,Y,4,0,0.08835722327660984
25,84000,RENT,5.0,HOMEIMPROVEMENT,C,10000,13.49,0,0.12,N,2,0,0.09878727749233614
23,84000,RENT,7.0,DEBTCONSOLIDATION,A,10000,5.99,0,0.12,N,2,0,0.03384610980451814
23,84000,RENT,1.0,VENTURE,A,10000,7.49,0,0.12,N,4,0,0.019786442332350426
26,75873,MORTGAGE,6.0,PERSONAL,B,1200,10.25,0,0.02,N,2,0,0.07109321101145327
23,75885,MORTGAGE,7.0,MEDICAL,C,3000,11.03,0,0.04,Y,4,0,0.09739792756938287
25,75912,MORTGAGE,9.0,HOMEIMPROVEMENT,B,22400,9.99,0,0.3,N,4,0,0.08135202726706493
25,75996,MORTGAGE,9.0,DEBTCONSOLIDATION,B,10000,11.99,0,0.13,N,3,0,0.06930529569159315
26,59497,OWN,2.0,MEDICAL,E,7000,17.88,1,0.1,N,2,1,0.805407877863552
23,75996,MORTGAGE,7.0,MEDICAL,B,15000,10.62,0,0.2,N,2,0,0.072205367421945
25,75996,MORTGAGE,9.0,MEDICAL,A,9000,7.74,0,0.12,N,3,0,0.03598546286451441
26,75996,OWN,7.0,VENTURE,B,8000,11.83,0,0.11,N,3,0,0.013268745705825287
23,78996,RENT,0.0,HOMEIMPROVEMENT,C,10000,13.99,1,0.13,Y,3,0,0.14188937867400994
24,84996,RENT,3.0,HOMEIMPROVEMENT,D,10000,15.21,0,0.12,N,4,0,0.3594333814914957
21,76000,MORTGAGE,6.0,MEDICAL,B,14000,12.69,0,0.18,N,3,0,0.07315021125313477
23,76000,MORTGAGE,7.0,MEDICAL,B,3600,10.65,0,0.05,N,3,0,0.06800487158629873
24,76000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.08,N,3,0,0.0369472831675404
24,76000,MORTGAGE,8.0,PERSONAL,A,12000,6.03,0,0.16,N,2,0,0.03251025250862118
22,73000,RENT,0.0,PERSONAL,D,10000,18.25,1,0.14,Y,2,1,0.8188649324693879
24,76000,MORTGAGE,7.0,VENTURE,A,13500,8.49,0,0.18,N,4,0,0.02189560022977842
24,76000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,13500,9.99,0,0.18,N,3,0,0.06743467678591741
26,76000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,5425,8.49,0,0.07,N,3,0,0.03773973836079247
22,76000,MORTGAGE,5.0,VENTURE,B,24000,10.99,0,0.32,N,2,0,0.06815808643097951
22,85000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.66,0,0.12,N,3,0,0.03769427007040726
22,76000,MORTGAGE,0.0,EDUCATION,B,15000,10.99,0,0.2,N,3,0,0.07514009441325442
24,76000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,20050,10.59,0,0.26,N,2,0,0.07395702542836863
24,85000,RENT,8.0,PERSONAL,B,10000,10.37,0,0.12,N,4,0,0.06413188425787585
23,85000,RENT,5.0,DEBTCONSOLIDATION,A,10000,6.17,0,0.12,N,4,0,0.03297901469257746
26,85000,RENT,3.0,HOMEIMPROVEMENT,A,10000,10.99,0,0.12,N,2,0,0.05088701501840531
